[2016-03-17 07:49:22] my_logger.INFO: Something Interesting Happening Here!!! [] []
[2016-03-17 07:50:23] foodtrip_log.INFO: Something Interesting Happening Here!!! [] []
[2016-03-17 07:50:50] foodtrip_log.INFO: Something Interesting Happening Here!!! [] []
[2016-05-14 14:00:37] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 14:01:16] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 14:16:07] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 14:16:59] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 14:17:18] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 14:17:34] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 14:18:03] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 14:18:04] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 14:18:10] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 14:24:14] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 14:24:23] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 14:26:27] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 14:26:41] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 14:26:50] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 14:27:56] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 14:28:28] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 14:28:48] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 14:29:14] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 14:33:16] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 14:33:26] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 14:33:37] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 14:34:30] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 14:34:52] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 14:35:03] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 14:35:15] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-15 09:56:37] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-15 09:58:15] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-15 10:03:16] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-15 10:03:36] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-15 10:04:00] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-15 10:04:07] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-15 10:13:57] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-15 10:14:08] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-15 10:21:48] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-15 10:21:57] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-15 10:44:08] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-15 10:44:30] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-15 10:45:15] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-15 10:45:21] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-15 10:45:29] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-15 10:45:34] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-15 10:45:45] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-15 10:46:00] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-15 10:48:01] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-15 10:48:36] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-15 10:48:46] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-15 10:49:01] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:08:20] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:11:19] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:13:04] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:13:08] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:14:17] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:14:31] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:16:25] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:16:38] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:17:11] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:18:24] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:18:42] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:19:06] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:21:29] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:21:29] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:21:42] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:21:47] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:22:46] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:23:13] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:23:35] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:24:22] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:24:29] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:24:55] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:25:35] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:25:44] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:25:52] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:26:58] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:37:24] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:38:12] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:38:24] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:39:18] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:39:27] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:39:45] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:42:29] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:43:50] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:46:00] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:46:14] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-21 01:46:20] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 01:31:30] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:34:15] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:34:22] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:39:25] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:40:41] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:41:24] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:41:39] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:42:05] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:44:31] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:48:41] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:49:28] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:49:34] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:49:59] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:50:18] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:50:36] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:50:49] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:51:03] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:51:12] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:51:21] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:51:26] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:51:46] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:51:55] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:52:07] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:52:34] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:52:46] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:53:02] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:54:14] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:54:42] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:54:54] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:55:21] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:55:53] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:56:19] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 02:58:22] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:31:00] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:31:49] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:35:28] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:38:05] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:38:20] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:38:30] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:38:55] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:38:57] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:39:11] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:39:19] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:39:49] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:40:24] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:40:26] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:40:27] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:40:27] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:40:27] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:40:27] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:40:27] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:40:27] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:40:27] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:40:28] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:40:28] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:41:14] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:41:25] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:41:42] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:41:49] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:41:56] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:42:10] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:42:11] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:42:11] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:42:51] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:42:53] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:42:53] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:42:54] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:42:54] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:42:59] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:43:59] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:44:14] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:44:56] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:45:04] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:45:16] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:45:43] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:47:14] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:47:41] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:48:17] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 07:59:47] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 08:00:27] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 08:15:15] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 08:15:23] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 08:16:27] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 08:16:46] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 08:17:13] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 08:17:25] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 08:17:30] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 08:18:07] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-22 08:18:30] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-23 11:49:32] foodtrip_log.ERROR:  [] []
[2016-05-23 11:50:01] foodtrip_log.ERROR:  [] []
[2016-06-21 18:01:20] foodtrip_log.INFO:  [] []
[2016-08-13 17:35:06] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-13 17:35:06] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-13 17:35:06] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-13 17:41:51] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-13 17:41:51] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-13 17:41:51] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-13 17:42:11] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-13 17:42:11] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-13 17:42:11] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-13 17:42:37] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-13 17:42:37] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-13 17:42:37] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-13 17:42:58] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-13 17:42:58] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-13 17:42:58] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-13 17:53:40] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-13 17:53:40] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-13 17:53:40] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-13 17:55:14] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-13 17:55:14] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-13 17:55:14] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-13 17:56:59] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-13 17:56:59] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-13 17:56:59] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-13 17:59:49] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-13 17:59:49] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-13 17:59:49] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-13 17:59:59] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-13 17:59:59] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-13 17:59:59] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-13 18:01:26] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-13 18:01:26] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-13 18:01:26] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-13 18:02:01] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-13 18:02:01] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-13 18:02:01] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-13 18:03:43] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-13 18:03:43] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-13 18:03:43] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-13 18:03:59] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-13 18:03:59] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-13 18:03:59] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-13 18:05:17] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-13 18:05:17] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-13 18:05:17] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-13 18:05:31] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-13 18:05:31] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-13 18:05:31] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-13 18:05:44] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-13 18:05:44] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-13 18:05:44] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-13 18:06:17] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-13 18:06:17] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-13 18:06:17] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-13 18:07:05] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-13 18:07:05] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-13 18:07:05] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-13 18:07:27] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-13 18:07:27] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-13 18:07:27] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-13 18:07:41] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-13 18:07:41] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-13 18:07:41] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-14 07:05:45] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-14 07:05:45] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-14 07:05:45] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-14 07:06:12] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-14 07:06:12] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-14 07:06:12] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-14 07:06:19] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-14 07:06:19] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-14 07:06:19] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-14 07:06:25] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-14 07:06:25] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-14 07:06:25] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-14 10:50:52] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-14 10:50:52] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-14 10:50:52] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-14 10:51:23] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-14 10:51:23] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-14 10:51:23] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-18 14:32:58] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-18 14:32:58] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-18 14:32:58] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-18 14:33:28] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-18 14:33:28] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-18 14:33:28] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-18 14:33:44] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-18 14:33:44] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-18 14:33:44] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-18 14:34:23] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-18 14:34:23] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-18 14:34:23] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-18 14:34:52] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-18 14:34:52] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-18 14:34:52] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-18 14:35:40] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-18 14:35:40] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-18 14:35:40] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 04:10:20] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 04:10:20] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 04:10:20] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 04:12:09] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 04:12:09] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 04:12:09] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 04:13:17] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 04:13:17] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 04:13:17] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 04:13:43] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 04:13:43] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 04:13:43] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 04:16:19] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 04:16:19] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 04:16:19] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 04:31:24] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 04:31:24] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 04:31:24] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 04:31:39] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 04:31:39] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 04:31:39] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 07:14:26] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 07:14:26] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 07:14:26] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 07:15:13] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 07:15:13] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 07:15:13] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 07:33:59] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 07:33:59] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 07:33:59] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 07:35:36] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 07:35:36] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 07:35:36] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 07:35:39] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 07:35:39] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 07:35:39] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 07:35:49] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 07:35:49] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 07:35:49] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 07:35:54] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 07:35:54] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 07:35:54] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 07:46:43] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 07:46:43] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 07:46:43] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 08:20:22] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 08:20:22] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 08:20:22] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 08:39:41] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 08:39:41] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 08:39:41] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 08:40:05] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 08:40:05] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 08:40:05] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 08:42:26] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 08:42:26] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 08:42:26] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 08:45:01] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 08:45:01] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 08:45:01] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 08:45:16] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 08:45:16] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 08:45:16] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 08:48:14] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 08:48:14] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 08:48:14] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 08:54:07] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 08:54:07] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 08:54:07] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 08:56:34] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 08:56:34] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 08:56:34] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 08:59:04] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 08:59:04] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 08:59:04] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 08:59:43] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 08:59:43] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 08:59:43] foodtrip_log.WARNING: This is a WARNING log!!! [] []
[2016-08-20 09:01:31] foodtrip_log.INFO: This is an INFO Log [] []
[2016-08-20 09:01:31] foodtrip_log.ERROR: This is an ERROR Log [] []
[2016-08-20 09:01:31] foodtrip_log.WARNING: This is a WARNING log!!! [] []
